model;kms;img;title;link;price;year;maker;cc;type
2014;27800;http://mco-s1-p.mlstatic.com/yamaha-2014-051-cc-125-cc-310121-MCO20695083717_052016-O.jpg;Yamaha 2014 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422694272-yamaha-2014-051-cc-125-cc-_JM; 5500000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
ROYAL STAR 1300;44636;http://mco-s2-p.mlstatic.com/yamaha-royal-star-1300-501-cc-o-mas-979121-MCO20703414775_052016-O.jpg;Yamaha Royal Star 1300 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422812523-yamaha-royal-star-1300-501-cc-o-mas-_JM; 22000000;1996;Yamaha;501 cc o más;Custom / Chopper
DT 500;12000;http://mco-s1-p.mlstatic.com/yamaha-dt-500-051-cc-125-cc-403021-MCO20696255058_052016-O.jpg;Yamaha Dt 500 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422714484-yamaha-dt-500-051-cc-125-cc-_JM; 4300000;1998;Yamaha;051 cc - 125 cc;Enduro, Cross y Trial
FZ15S;1470;http://mco-s2-p.mlstatic.com/yamaha-fz15s-126-cc-250-cc-921221-MCO20703374211_052016-O.jpg;Yamaha Fz15s 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422811819-yamaha-fz15s-126-cc-250-cc-_JM; 7000000;2016;Yamaha;126 cc - 250 cc;De Calle
fazer 16 ;23500;http://mco-s1-p.mlstatic.com/yamaha-fazer-16-126-cc-250-cc-901911-MCO20664916709_042016-O.jpg;Yamaha Fazer 16 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421775641-yamaha-fazer-16-126-cc-250-cc-_JM; 5200000;2012;Yamaha;126 cc - 250 cc;De Calle
DT 125;7000;http://mco-s2-p.mlstatic.com/yamaha-dt-125-051-cc-125-cc-657221-MCO20729833170_052016-O.jpg;Yamaha Dt 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-423235768-yamaha-dt-125-051-cc-125-cc-_JM; 3100000;1995;Yamaha;051 cc - 125 cc;De Calle
MT07A;7195;http://mco-s1-p.mlstatic.com/yamaha-mt07a-501-cc-o-mas-189121-MCO20703215695_052016-O.jpg;Yamaha Mt07a 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422810016-yamaha-mt07a-501-cc-o-mas-_JM; 26500000;2015;Yamaha;501 cc o más;De Calle
FZ 6N;18400;http://mco-s1-p.mlstatic.com/yamaha-fz-6n-501-cc-o-mas-538121-MCO20715316838_052016-O.jpg;Yamaha Fz 6n 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422949342-yamaha-fz-6n-501-cc-o-mas-_JM; 18500000;2008;Yamaha;501 cc o más;Deportivas / Naked
R15 Delta Box;4000;http://mco-s2-p.mlstatic.com/yamaha-r15-delta-box-126-cc-250-cc-539221-MCO20727483587_052016-O.jpg;Yamaha R15 Delta Box 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-423186011-yamaha-r15-delta-box-126-cc-250-cc-_JM; 9700000;2016;Yamaha;126 cc - 250 cc;Deportivas / Naked
BWS X 125;11000;http://mco-s2-p.mlstatic.com/yamaha-bws-x-125-051-cc-125-cc-616121-MCO20704082836_052016-O.jpg;Yamaha Bws X 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422822732-yamaha-bws-x-125-051-cc-125-cc-_JM; 6400000;2015;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
FZ6;39000;http://mco-s1-p.mlstatic.com/yamaha-fz6-501-cc-o-mas-157221-MCO20727262198_052016-O.jpg;Yamaha Fz6 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423182658-yamaha-fz6-501-cc-o-mas-_JM; 17500000;2008;Yamaha;501 cc o más;Deportivas / Naked
R6;31000;http://mco-s2-p.mlstatic.com/yamaha-r6-501-cc-o-mas-680021-MCO20688053461_042016-O.jpg;Yamaha R6 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422510756-yamaha-r6-501-cc-o-mas-_JM; 25000000;2008;Yamaha;501 cc o más;Deportivas / Naked
2014;26600;http://mco-s2-p.mlstatic.com/yamaha-2014-501-cc-o-mas-691911-MCO20654308560_042016-O.jpg;Yamaha 2014 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421539538-yamaha-2014-501-cc-o-mas-_JM; 18500000;2014;Yamaha;501 cc o más;Enduro, Cross y Trial
MT O9;12000;http://mco-s1-p.mlstatic.com/yamaha-mt-09-501-cc-o-mas-694121-MCO20714925902_052016-O.jpg;Yamaha Mt 09 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422945906-yamaha-mt-09-501-cc-o-mas-_JM; 29800000;2015;Yamaha;501 cc o más;Deportivas / Naked
XT660R;47669;http://mco-s1-p.mlstatic.com/yamaha-xt660r-501-cc-o-mas-612221-MCO20725296184_052016-O.jpg;Yamaha Xt660r 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423143386-yamaha-xt660r-501-cc-o-mas-_JM; 15000000;2008;Yamaha;501 cc o más;Enduro, Cross y Trial
Yamaha Yzf R1;28500;http://mco-s1-p.mlstatic.com/yamaha-r1-2011-roja-768221-MCO20729918237_052016-O.jpg;Yamaha R1 2011 Roja;http://articulo.tumoto.com.co/MCO-423237290-yamaha-r1-2011-roja-_JM; 32000000;2011;Yamaha;501 cc o más;Deportivas / Naked
DT 125;1000;http://mco-s1-p.mlstatic.com/yamaha-dt-125-051-cc-125-cc-408021-MCO20694339941_042016-O.jpg;Yamaha Dt 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422680615-yamaha-dt-125-051-cc-125-cc-_JM; 3300000;1996;Yamaha;051 cc - 125 cc;De Calle
XT 660;11500;http://mco-s1-p.mlstatic.com/yamaha-xt-660-501-cc-o-mas-472121-MCO20716708967_052016-O.jpg;Yamaha Xt 660 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422974096-yamaha-xt-660-501-cc-o-mas-_JM; 19500000;2014;Yamaha;501 cc o más;Enduro, Cross y Trial
BWS 125X;11900;http://mco-s1-p.mlstatic.com/yamaha-bws-125x-051-cc-125-cc-699121-MCO20715063174_052016-O.jpg;Yamaha Bws 125x 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422946951-yamaha-bws-125x-051-cc-125-cc-_JM; 7900000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
VSTAR CLASSIC;46798;http://mco-s2-p.mlstatic.com/yamaha-vstar-classic-501-cc-o-mas-610121-MCO20684029017_042016-O.jpg;Yamaha Vstar Classic 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422278986-yamaha-vstar-classic-501-cc-o-mas-_JM; 25900000;2007;Yamaha;501 cc o más;Custom / Chopper
THENERET XT-120Z;30015;http://mco-s1-p.mlstatic.com/yamaha-theneret-xt-120z-501-cc-o-mas-878021-MCO20691255595_042016-O.jpg;Yamaha Theneret Xt-120z 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422600527-yamaha-theneret-xt-120z-501-cc-o-mas-_JM; 37000000;2011;Yamaha;501 cc o más;Deportivas / Naked
R6 600;15146;http://mco-s2-p.mlstatic.com/yamaha-r6-600-501-cc-o-mas-701121-MCO20680129439_042016-O.jpg;Yamaha R6 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422182863-yamaha-r6-600-501-cc-o-mas-_JM; 35500000;2013;Yamaha;501 cc o más;Deportivas / Naked
R15;16400;http://mco-s1-p.mlstatic.com/yamaha-r15-126-cc-250-cc-517121-MCO20701620788_052016-O.jpg;Yamaha R15 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422797299-yamaha-r15-126-cc-250-cc-_JM; 8400000;2014;Yamaha;126 cc - 250 cc;Deportivas / Naked
XT600E;69000;http://mco-s2-p.mlstatic.com/yamaha-xt600-2003-azul-746021-MLA20681546210_042016-O.jpg;Yamaha Xt600 2003 Azul;http://articulo.tumoto.com.co/MCO-422135078-yamaha-xt600-2003-azul-_JM; 10200000;2003;Yamaha;501 cc o más;Enduro, Cross y Trial
FINO 115;23000;http://mco-s2-p.mlstatic.com/yamaha-fino-115-051-cc-125-cc-948121-MCO20701894379_052016-O.jpg;Yamaha Fino 115 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422799642-yamaha-fino-115-051-cc-125-cc-_JM; 3300000;2013;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
FZ150;17150;http://mco-s1-p.mlstatic.com/yamaha-fz150-126-cc-250-cc-905121-MCO20701686402_052016-O.jpg;Yamaha Fz150 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422797831-yamaha-fz150-126-cc-250-cc-_JM; 5200000;2014;Yamaha;126 cc - 250 cc;De Calle
FZ1;24000;http://mco-s1-p.mlstatic.com/yamaha-fz1-501-cc-o-mas-536121-MCO20708132687_052016-O.jpg;Yamaha Fz1 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422872598-yamaha-fz1-501-cc-o-mas-_JM; 25000000;2010;Yamaha;501 cc o más;Deportivas / Naked
FZ8N 800;26500;http://mco-s1-p.mlstatic.com/yamaha-fz8n-800-501-cc-o-mas-398021-MCO20699880548_052016-O.jpg;Yamaha Fz8n 800 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422770473-yamaha-fz8n-800-501-cc-o-mas-_JM; 23800000;2012;Yamaha;501 cc o más;Deportivas / Naked
BWS125 X;2222;http://mco-s1-p.mlstatic.com/yamaha-bws125-x-051-cc-125-cc-640221-MCO20716257102_052016-O.jpg;Yamaha Bws125 X 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422966195-yamaha-bws125-x-051-cc-125-cc-_JM; 6600000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
XT 650;83000;http://mco-s1-p.mlstatic.com/yamaha-xt-650-501-cc-o-mas-144021-MCO20680147568_042016-O.jpg;Yamaha Xt 650 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422182868-yamaha-xt-650-501-cc-o-mas-_JM; 8700000;2003;Yamaha;501 cc o más;Enduro, Cross y Trial
TM 900;40000;http://mco-s1-p.mlstatic.com/yamaha-tm-900-501-cc-o-mas-553511-MCO20552790257_012016-O.jpg;Yamaha Tm 900 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423148412-yamaha-tm-900-501-cc-o-mas-_JM; 18000000;2007;Yamaha;501 cc o más;Deportivas / Naked
YFM-70R 686 CC;1000;http://mco-s1-p.mlstatic.com/yamaha-yfm-70r-686-cc-501-cc-o-mas-954311-MCO20526799837_122015-O.jpg;Yamaha Yfm-70r 686 Cc 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422722978-yamaha-yfm-70r-686-cc-501-cc-o-mas-_JM; 26300000;2008;Yamaha;501 cc o más;Cuatriciclos y Triciclos
YZFR3 320;1600;http://mco-s1-p.mlstatic.com/yamaha-yzfr3-320-251-cc-500-cc-345021-MCO20689794139_042016-O.jpg;Yamaha Yzfr3 320 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422544933-yamaha-yzfr3-320-251-cc-500-cc-_JM; 17000000;2016;Yamaha;251 cc - 500 cc;Deportivas / Naked
BWS;29000;http://mco-s1-p.mlstatic.com/yamaha-bws-051-cc-125-cc-519811-MCO20673444624_042016-O.jpg;Yamaha Bws 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422013695-yamaha-bws-051-cc-125-cc-_JM; 5200000;2013;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
Libero 125;30000;http://mco-s1-p.mlstatic.com/yamaha-libero-125-051-cc-125-cc-673911-MCO20652741433_032016-O.jpg;Yamaha Libero 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-421513973-yamaha-libero-125-051-cc-125-cc-_JM; 2700000;2012;Yamaha;051 cc - 125 cc;De Calle
2013;14000;http://mco-s1-p.mlstatic.com/yamaha-xj-6-2013-600-cc-103121-MCO20724200867_052016-O.jpg;Yamaha Xj 6 , 2013 , 600 Cc;http://articulo.tumoto.com.co/MCO-423126095-yamaha-xj-6-2013-600-cc-_JM; 21500000;2013;Yamaha;501 cc o más;Deportivas / Naked
XTZ250;24000;http://mco-s2-p.mlstatic.com/yamaha-xtz250-126-cc-250-cc-118021-MCO20683065746_042016-O.jpg;Yamaha Xtz250 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422253439-yamaha-xtz250-126-cc-250-cc-_JM; 12100000;2015;Yamaha;126 cc - 250 cc;Enduro, Cross y Trial
Bolt;4800;http://mco-s2-p.mlstatic.com/yamaha-bolt-501-cc-o-mas-394021-MCO20698332834_052016-O.jpg;Yamaha Bolt 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422746473-yamaha-bolt-501-cc-o-mas-_JM; 26900000;2015;Yamaha;501 cc o más;Custom / Chopper
XT 600;13882;http://mco-s1-p.mlstatic.com/yamaha-xt-600-501-cc-o-mas-548021-MCO20700894819_052016-O.jpg;Yamaha Xt 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422787311-yamaha-xt-600-501-cc-o-mas-_JM; 10000000;2003;Yamaha;501 cc o más;Enduro, Cross y Trial
FZ 2.0;3900;http://mco-s1-p.mlstatic.com/yamaha-fz-20-126-cc-250-cc-420121-MCO20691719156_042016-O.jpg;Yamaha Fz 2.0 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422612170-yamaha-fz-20-126-cc-250-cc-_JM; 6850000;2016;Yamaha;126 cc - 250 cc;De Calle
YZ 125;4;http://mco-s2-p.mlstatic.com/yamaha-yz-125-051-cc-125-cc-610021-MCO20694654365_042016-O.jpg;Yamaha Yz 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422687730-yamaha-yz-125-051-cc-125-cc-_JM; 15800000;2015;Yamaha;051 cc - 125 cc;Enduro, Cross y Trial
R6R 600;32400;http://mco-s1-p.mlstatic.com/yamaha-r6r-600-501-cc-o-mas-381021-MCO20686622723_042016-O.jpg;Yamaha R6r 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422488889-yamaha-r6r-600-501-cc-o-mas-_JM; 27600000;2010;Yamaha;501 cc o más;Deportivas / Naked
TENERE XT 250;28100;http://mco-s2-p.mlstatic.com/yamaha-tenere-xt-250-126-cc-250-cc-780911-MCO20664818724_042016-O.jpg;Yamaha Tenere Xt 250 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421773995-yamaha-tenere-xt-250-126-cc-250-cc-_JM; 12800000;2014;Yamaha;126 cc - 250 cc;Touring
XTZ250;5500;http://mco-s2-p.mlstatic.com/yamaha-xtz250-126-cc-250-cc-116911-MCO20663793128_042016-O.jpg;Yamaha Xtz250 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421749550-yamaha-xtz250-126-cc-250-cc-_JM; 13800000;2015;Yamaha;126 cc - 250 cc;Enduro, Cross y Trial
RAPTOR 700;150;http://mco-s1-p.mlstatic.com/yamaha-raptor-700-501-cc-o-mas-701021-MCO20688882466_042016-O.jpg;Yamaha Raptor 700 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422531248-yamaha-raptor-700-501-cc-o-mas-_JM; 30000000;2015;Yamaha;501 cc o más;Cuatriciclos y Triciclos
FZ1S;21500;http://mco-s1-p.mlstatic.com/yamaha-fz1s-501-cc-o-mas-739811-MCO20671507534_042016-O.jpg;Yamaha Fz1s 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421967463-yamaha-fz1s-501-cc-o-mas-_JM; 22500000;2009;Yamaha;501 cc o más;Deportivas / Naked
XT 660R;15000;http://mco-s2-p.mlstatic.com/yamaha-xt-660r-501-cc-o-mas-391911-MCO20662566481_042016-O.jpg;Yamaha Xt 660r 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422655409-yamaha-xt-660r-501-cc-o-mas-_JM; 22000000;2015;Yamaha;501 cc o más;De Calle
R3;10000;http://mco-s2-p.mlstatic.com/yamaha-r3-251-cc-500-cc-877021-MCO20700042302_052016-O.jpg;Yamaha R3 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422773641-yamaha-r3-251-cc-500-cc-_JM; 16500000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
SZR 150;28000;http://mco-s2-p.mlstatic.com/yamaha-szr-150-126-cc-250-cc-443611-MCO20585091034_022016-O.jpg;Yamaha Szr 150 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422076965-yamaha-szr-150-126-cc-250-cc-_JM; 4300000;2014;Yamaha;126 cc - 250 cc;De Calle
2011;27000;http://mco-s1-p.mlstatic.com/yamaha-2011-501-cc-o-mas-857711-MCO20619316162_032016-O.jpg;Yamaha 2011 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422817878-yamaha-2011-501-cc-o-mas-_JM; 29500000;2011;Yamaha;501 cc o m?s;Deportivas / Naked
FAZER 600;51812;http://mco-s1-p.mlstatic.com/yamaha-fazer-600-501-cc-o-mas-402021-MCO20696132538_052016-O.jpg;Yamaha Fazer 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422712665-yamaha-fazer-600-501-cc-o-mas-_JM; 16800000;2007;Yamaha;501 cc o más;Deportivas / Naked
XTZ250;55000;http://mco-s1-p.mlstatic.com/yamaha-xtz250-126-cc-250-cc-885021-MCO20690157139_042016-O.jpg;Yamaha Xtz250 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422551392-yamaha-xtz250-126-cc-250-cc-_JM; 9000000;2011;Yamaha;126 cc - 250 cc;Enduro, Cross y Trial
R6R;38000;http://mco-s2-p.mlstatic.com/yamaha-r6r-501-cc-o-mas-639121-MCO20712211719_052016-O.jpg;Yamaha R6r 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422919471-yamaha-r6r-501-cc-o-mas-_JM; 25800000;2008;Yamaha;501 cc o más;Deportivas / Naked
XJ6 600;21000;http://mco-s1-p.mlstatic.com/yamaha-xj6-600-501-cc-o-mas-104021-MCO20681440682_042016-O.jpg;Yamaha Xj6 600 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422214883-yamaha-xj6-600-501-cc-o-mas-_JM; 21500000;2013;Yamaha;501 cc o más;Deportivas / Naked
FZ 16 153cc;56550;http://mco-s1-p.mlstatic.com/yamaha-fz-16-153cc-126-cc-250-cc-854911-MCO20654597436_042016-O.jpg;Yamaha Fz 16 153cc 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421545197-yamaha-fz-16-153cc-126-cc-250-cc-_JM; 4500000;2011;Yamaha;126 cc - 250 cc;De Calle
XT 660;18817;http://mco-s1-p.mlstatic.com/yamaha-xt-660-501-cc-o-mas-932021-MCO20678149867_042016-O.jpg;Yamaha Xt 660 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422120901-yamaha-xt-660-501-cc-o-mas-_JM; 17500000;2012;Yamaha;501 cc o más;De Calle
XT 660 R;9254;http://mco-s1-p.mlstatic.com/yamaha-xt-660-r-501-cc-o-mas-898811-MCO20662077925_042016-O.jpg;Yamaha Xt 660 R 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421716624-yamaha-xt-660-r-501-cc-o-mas-_JM; 23900000;2016;Yamaha;501 cc o más;Enduro, Cross y Trial
Yamaha 1200;70000;http://mco-s1-p.mlstatic.com/yamaha-yamaha-1200-501-cc-o-mas-642511-MCO20568913324_012016-O.jpg;Yamaha Yamaha 1200 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421507644-yamaha-yamaha-1200-501-cc-o-mas-_JM; 28350000;2011;Yamaha;501 cc o m?s;Touring
R1 ;18000;http://mco-s2-p.mlstatic.com/yamaha-r1-1000-501-cc-o-mas-159121-MCO20705330792_052016-O.jpg;Yamaha R1 1000 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422843231-yamaha-r1-1000-501-cc-o-mas-_JM; 34000000;2012;Yamaha;501 cc o más;Deportivas / Naked
BWS 125;32000;http://mco-s2-p.mlstatic.com/yamaha-bws-125-051-cc-125-cc-982021-MCO20688769673_042016-O.jpg;Yamaha Bws 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422527643-yamaha-bws-125-051-cc-125-cc-_JM; 4300000;2011;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
MT-07 ABS;4000;http://mco-s1-p.mlstatic.com/yamaha-mt-07-abs-501-cc-o-mas-266911-MCO20655654991_042016-O.jpg;Yamaha Mt-07 Abs 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421580264-yamaha-mt-07-abs-501-cc-o-mas-_JM; 29500000;2016;Yamaha;501 cc o más;Deportivas / Naked
2010;48350;http://mco-s2-p.mlstatic.com/yamaha-fz16-2010-unico-dueno-388121-MCO20717679915_052016-O.jpg;Yamaha Fz16 2010 Unico Dueño;http://articulo.tumoto.com.co/MCO-422986469-yamaha-fz16-2010-unico-dueno-_JM; 4000000;2009;Yamaha;126 cc - 250 cc;De Calle
DT250;5000;http://mco-s1-p.mlstatic.com/yamaha-126-cc-250-cc-1979-356901-MCO20438700650_102015-O.jpg;Yamaha 126 Cc - 250 Cc 1979;http://articulo.tumoto.com.co/MCO-421593415-yamaha-126-cc-250-cc-1979-_JM; 15500000;1979;Yamaha;126 cc - 250 cc;Clásicas
F Z 16 FAZER ;13000;http://mco-s2-p.mlstatic.com/yamaha-f-z-16-fazer-126-cc-250-cc-420121-MCO20701304770_052016-O.jpg;Yamaha F Z 16 Fazer 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-422792982-yamaha-f-z-16-fazer-126-cc-250-cc-_JM; 4700000;2012;Yamaha;126 cc - 250 cc;De Calle
YZFR1000;9000;http://mco-s1-p.mlstatic.com/yamaha-yzfr1000-501-cc-o-mas-567611-MCO20609693503_022016-O.jpg;Yamaha Yzfr1000 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422715918-yamaha-yzfr1000-501-cc-o-mas-_JM; 32000000;2009;Yamaha;501 cc o más;Deportivas / Naked
MT 09 ABS;2353;http://mco-s2-p.mlstatic.com/yamaha-mt-09-abs-389811-MCO20674114863_042016-O.jpg;Yamaha Mt 09 Abs;http://articulo.tumoto.com.co/MCO-422025441-yamaha-mt-09-abs-_JM; 33000000;2015;Yamaha;501 cc o más;Deportivas / Naked
BWS 125;11500;http://mco-s1-p.mlstatic.com/yamaha-bws-125-051-cc-125-cc-792021-MCO20688778178_042016-O.jpg;Yamaha Bws 125 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-422528575-yamaha-bws-125-051-cc-125-cc-_JM; 6200000;2015;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
R1;28000;http://mco-s2-p.mlstatic.com/yamaha-r1-501-cc-o-mas-634811-MCO20636602313_032016-O.jpg;Yamaha R1 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423154337-yamaha-r1-501-cc-o-mas-_JM; 31500000;2010;Yamaha;501 cc o más;Deportivas / Naked
R3;1000;http://mco-s2-p.mlstatic.com/yamaha-r3-251-cc-500-cc-325911-MCO20676974941_042016-O.jpg;Yamaha R3 251 Cc - 500 Cc;http://articulo.tumoto.com.co/MCO-422094560-yamaha-r3-251-cc-500-cc-_JM; 17000000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
Calimatic;89000;http://mco-s1-p.mlstatic.com/yamaha-calimatic-126-cc-250-cc-998801-MCO20437051952_102015-O.jpg;Yamaha Calimatic 126 Cc - 250 Cc;http://articulo.tumoto.com.co/MCO-421609485-yamaha-calimatic-126-cc-250-cc-_JM; 8300000;1981;Yamaha;126 cc - 250 cc;De Calle
Fazer 1000;43000;http://mco-s2-p.mlstatic.com/yamaha-fazer-1000-501-cc-o-mas-632911-MCO20660943709_042016-O.jpg;Yamaha Fazer 1000 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421690529-yamaha-fazer-1000-501-cc-o-mas-_JM; 21000000;2009;Yamaha;501 cc o más;Deportivas / Naked
BWS YW 125 X ;25000;http://mco-s2-p.mlstatic.com/yamaha-bws-yw-125-x-051-cc-125-cc-897511-MCO20583342149_022016-O.jpg;Yamaha Bws Yw 125 X 051 Cc - 125 Cc;http://articulo.tumoto.com.co/MCO-421870814-yamaha-bws-yw-125-x-051-cc-125-cc-_JM; 8700000;2014;Yamaha;051 cc - 125 cc;Scooters y Ciclomotores
Vstar 650;31500;http://mco-s2-p.mlstatic.com/yamaha-vstar-650-501-cc-o-mas-671811-MCO20636504357_032016-O.jpg;Yamaha Vstar 650 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423160252-yamaha-vstar-650-501-cc-o-mas-_JM; 22500000;2007;Yamaha;501 cc o más;Custom / Chopper
ZT 1200 z;39000;http://mco-s1-p.mlstatic.com/yamaha-super-tenere-xt-1200-z-382121-MCO20709659227_052016-O.jpg;Yamaha Super Tenere Xt 1200 Z;http://articulo.tumoto.com.co/MCO-422886719-yamaha-super-tenere-xt-1200-z-_JM; 36600000;2014;Yamaha;501 cc o más;Touring
MT 07;2000;http://mco-s1-p.mlstatic.com/yamaha-mt-07-501-cc-o-mas-689911-MCO20663236252_042016-O.jpg;Yamaha Mt 07 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421735095-yamaha-mt-07-501-cc-o-mas-_JM; 29000000;2016;Yamaha;501 cc o más;Deportivas / Naked
2015;8448;http://mco-s1-p.mlstatic.com/yamaha-251-cc-500-cc-2015-659911-MCO20665910030_042016-O.jpg;Yamaha 251 Cc - 500 Cc 2015;http://articulo.tumoto.com.co/MCO-421802989-yamaha-251-cc-500-cc-2015-_JM; 16000000;2015;Yamaha;251 cc - 500 cc;Deportivas / Naked
vstar 1300;38000;http://mco-s1-p.mlstatic.com/yamaha-vstar-1300-tourer-883401-MCO20312125301_062015-O.jpg;Yamaha Vstar 1300 Tourer;http://articulo.tumoto.com.co/MCO-421503996-yamaha-vstar-1300-tourer-_JM; 39800000;2010;Yamaha;501 cc o más;Custom / Chopper
MT 09;15000;http://mco-s2-p.mlstatic.com/yamaha-mt-09-501-cc-o-mas-407611-MCO20621108408_032016-O.jpg;Yamaha Mt 09 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422887850-yamaha-mt-09-501-cc-o-mas-_JM; 29000000;2014;Yamaha;501 cc o más;Deportivas / Naked
R6;7600;http://mco-s2-p.mlstatic.com/yamaha-501-cc-o-mas-2015-921911-MCO20660925481_042016-O.jpg;Yamaha 501 Cc O Más 2015;http://articulo.tumoto.com.co/MCO-421690223-yamaha-501-cc-o-mas-2015-_JM; 38500000;2015;Yamaha;501 cc o más;Deportivas / Naked
TM 900;40000;http://mco-s1-p.mlstatic.com/yamaha-tm-900-501-cc-o-mas-765411-MCO20551117398_012016-O.jpg;Yamaha Tm 900 501 Cc O Más;http://articulo.tumoto.com.co/MCO-423085817-yamaha-tm-900-501-cc-o-mas-_JM; 18000000;2007;Yamaha;501 cc o más;Deportivas / Naked
MT 09 900CC;7000;http://mco-s1-p.mlstatic.com/yamaha-mt-09-900cc-501-cc-o-mas-230911-MCO20660232998_042016-O.jpg;Yamaha Mt 09 900cc 501 Cc O Más;http://articulo.tumoto.com.co/MCO-421676833-yamaha-mt-09-900cc-501-cc-o-mas-_JM; 34000000;2015;Yamaha;501 cc o más;Deportivas / Naked
XJ6 N;22000;http://mco-s2-p.mlstatic.com/yamaha-2014-501-cc-o-mas-329611-MCO20605812811_022016-O.jpg;Yamaha 2014 501 Cc O Más;http://articulo.tumoto.com.co/MCO-422548918-yamaha-2014-501-cc-o-mas-_JM; 21500000;2014;Yamaha;501 cc o más;Deportivas / Naked
